type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[1, 4, 7]			[1, 8, 8]	o	['K', 'K', 'K', 'K', 'K']
dep	[2, 4, 5]			[2, 6, 7]	o	['G', 'H', 'K', 'K', 'J']
dep	[3, 4, 19]			[3, 20, 20]	ga	['K', 'K', 'K', 'K', 'K']
dep	[4, 3, 20]			[4, 21, 21]	o	['K', 'K', 'K', 'K', 'K']
dep	[5, 0, 6]			[5, 31, 31]	ga	['K', 'K', 'K', 'K', 'K']
dep	[6, 3, 5]			[6, 6, 6]	ni	['G', 'G', 'K', 'K', 'K']
dep	[7, 15, 17]			[7, 18, 18]	o	['K', 'K', 'K', 'K', 'K']
dep	[9, 20, 21]			[9, 24, 25]	ga	['H', 'F', 'H', 'F', 'F']
zero		杉田玄白、前野良沢、中川淳庵らによって	[10, 19]	[10, 61, 62]	ga	['A', 'A', 'A', 'H', 'A']
dep	[11, 0, 5]			[11, 6, 7]	ga	['K', 'K', 'K', 'K', 'K']
dep	[12, 6, 8]			[12, 9, 10]	o	['K', 'K', 'K', 'K', 'K']
zero		大槻が	[13, 11]	[13, 32, 32]	ga	['A', 'A', 'A', 'A', 'A']
zero		医学者たちが	[14, 6]	[14, 27, 27]	ga	['A', 'A', 'A', 'A', 'A']
dep	[15, 0, 42]			[15, 43, 43]	ga	['K', 'K', 'K', 'K', 'K']
zero		かれらが	[16, 5]	[16, 16, 16]	ga	['A', 'A', 'A', 'A', 'A']
dep	[17, 6, 19]			[17, 20, 21]	o	['K', 'K', 'K', 'K', 'K']
dep	[19, 21, 23]			[19, 24, 24]	ni	['K', 'J', 'K', 'J', 'J']
dep	[20, 8, 10]			[20, 11, 11]	ga	['H', 'K', 'K', 'K', 'K']
dep	[21, 3, 4]			[21, 5, 5]	ni	['K', 'K', 'K', 'K', 'J']
zero		死後解剖を	[22, 11]	[22, 25, 25]	o	['A', 'A', 'A', 'A', 'A']
dep	[23, 16, 19]			[23, 22, 23]	ni	['K', 'K', 'K', 'K', 'J']
zero		みきという三十四歳の女が	[25, 9]	[25, 28, 29]	ga	['A', 'A', 'A', 'A', 'A']
zero		医学校の教授たちが	[26, 21]	[26, 58, 58]	ga	['A', 'A', 'A', 'A', 'A']
dep	[29, 0, 3]			[29, 4, 5]	ga	['H', 'H', 'K', 'K', 'H']
dep	[30, 8, 16]			[30, 17, 18]	o	['K', 'K', 'K', 'K', 'K']
dep	[31, 18, 23]			[31, 27, 27]	ga	['K', 'K', 'K', 'K', 'K']
dep	[32, 6, 12]			[32, 14, 14]	ga	['K', 'J', 'K', 'K', 'K']
dep	[33, 10, 11]			[33, 14, 14]	ga	['H', 'H', 'H', 'H', 'F']
dep	[34, 17, 18]			[34, 21, 21]	ni	['A', 'A', 'F', 'K', 'F']
dep	[35, 18, 20]			[35, 25, 25]	ga	['K', 'H', 'K', 'K', 'H']
zero		医学校によって	[36, 9]	[36, 20, 21]	ga	['D', 'D', 'B', 'D', 'D']
dep	[37, 6, 10]			[37, 11, 11]	ga	['K', 'G', 'K', 'K', 'K']
zero		医学校が	[38, 3]	[38, 13, 13]	ga	['F', 'D', 'F', 'D', 'A']
zero		医学校によって	[39, 25]	[39, 58, 58]	ga	['A', 'D', 'D', 'D', 'D']
dep	[41, 9, 10]			[41, 11, 11]	o	['H', 'H', 'K', 'K', 'H']
dep	[42, 0, 1]			[42, 2, 2]	o	['H', 'H', 'K', 'H', 'H']
dep	[43, 0, 4]			[43, 10, 11]	ga	['K', 'K', 'F', 'K', 'H']
dep	[44, 29, 30]			[44, 31, 31]	ni	['J', 'G', 'K', 'K', 'K']
dep	[45, 0, 3]			[45, 13, 13]	ga	['K', 'H', 'F', 'K', 'K']
zero		私が	[46, 5]	[46, 10, 10]	ga	['A', 'A', 'A', 'D', 'A']
dep	[47, 15, 16]			[47, 25, 25]	ni	['H', 'G', 'K', 'K', 'H']
dep	[48, 0, 3]			[48, 11, 11]	ga	['F', 'F', 'F', 'K', 'F']
zero		医学校が	[49, 11]	[49, 29, 30]	ga	['A', 'A', 'A', 'A', 'D']
zero		医学校によって	[50, 16]	[50, 41, 41]	ga	['D', 'D', 'D', 'D', 'D']
zero		政府が	[51, 11]	[51, 34, 35]	ga	['A', 'A', 'A', 'A', 'A']
zero		大学東校が	[52, 8]	[52, 27, 27]	ga	['A', 'A', 'A', 'A', 'A']
dep	[53, 15, 23]			[53, 29, 30]	ni	['K', 'K', 'K', 'K', 'K']
dep	[55, 3, 5]			[55, 6, 6]	ga	['K', 'K', 'K', 'K', 'K']
