type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[0, 0, 2]			[0, 5, 6]	ga	['K', 'K', 'K', 'K', 'K']
zero		おれが	[2, 12]	[2, 36, 36]	ga	['A', 'A', 'A', 'D', 'A']
zero		自分が	[3, 12]	[3, 30, 30]	ga	['A', 'A', 'D', 'D', 'A']
dep	[4, 0, 12]			[4, 17, 18]	o	['K', 'K', 'K', 'K', 'K']
dep	[6, 0, 2]			[6, 5, 5]	ga	['H', 'K', 'K', 'K', 'F']
zero		彼女が	[7, 4]	[7, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
dep	[8, 16, 17]			[8, 20, 20]	ga	['F', 'D', 'F', 'F', 'F']
dep	[9, 11, 12]			[9, 13, 13]	ni	['D', 'H', 'F', 'F', 'F']
dep	[10, 0, 1]			[10, 5, 5]	ga	['F', 'K', 'K', 'G', 'F']
dep	[11, 2, 5]			[11, 10, 10]	ga	['F', 'K', 'G', 'G', 'G']
zero		おれが	[12, 0]	[12, 1, 2]	ga	['D', 'A', 'D', 'D', 'D']
zero		彼女が	[13, 0]	[13, 0, 0]	ga	['A', 'A', 'A', 'A', 'A']
zero		おれが	[14, 7]	[14, 19, 19]	ga	['A', 'A', 'A', 'A', 'A']
zero		彼女に	[15, 3]	[15, 6, 6]	ga	['D', 'A', 'F', 'G', 'D']
zero		おれが	[17, 4]	[17, 10, 10]	ga	['A', 'A', 'D', 'D', 'A']
zero		おれが	[18, 2]	[18, 13, 13]	ga	['A', 'A', 'A', 'D', 'A']
zero		おれが	[19, 0]	[19, 5, 5]	ga	['A', 'A', 'D', 'D', 'D']
dep	[20, 0, 16]			[20, 19, 19]	o	['K', 'K', 'K', 'K', 'K']
zero		おれは	[22, 0]	[22, 0, 0]	ga	['D', 'A', 'D', 'D', 'D']
zero		彼女を	[23, 4]	[23, 13, 13]	o	['A', 'A', 'D', 'D', 'D']
zero		おれは	[25, 0]	[25, 3, 4]	ga	['D', 'A', 'D', 'D', 'D']
dep	[26, 3, 5]			[26, 6, 6]	ni	['K', 'K', 'K', 'K', 'K']
zero		おれが	[28, 6]	[28, 13, 13]	ga	['A', 'A', 'A', 'A', 'A']
dep	[29, 0, 11]			[29, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
zero		組が	[31, 4]	[31, 12, 12]	ga	['D', 'D', 'D', 'D', 'D']
zero		清瀬の野郎が	[32, 14]	[32, 35, 35]	ga	['A', 'A', 'A', 'A', 'A']
dep	[33, 14, 15]			[33, 16, 16]	o	['K', 'K', 'K', 'K', 'K']
zero		清瀬が	[34, 4]	[34, 15, 15]	ga	['F', 'A', 'A', 'A', 'A']
zero		清瀬は	[35, 4]	[35, 12, 13]	ga	['H', 'D', 'F', 'D', 'D']
dep	[36, 5, 6]			[36, 7, 7]	o	['D', 'K', 'K', 'K', 'H']
zero		清瀬は	[37, 0]	[37, 3, 3]	ga	['A', 'D', 'F', 'D', 'D']
zero		おれが	[38, 4]	[38, 10, 10]	ga	['A', 'A', 'D', 'A', 'A']
zero		おれから	[39, 6]	[39, 13, 13]	ga	['A', 'A', 'A', 'A', 'D']
zero		あの時計を	[40, 4]	[40, 10, 10]	o	['A', 'A', 'A', 'A', 'A']
dep	[41, 36, 37]			[41, 38, 38]	ni	['H', 'F', 'K', 'G', 'F']
zero		自分が	[42, 0]	[42, 5, 5]	ga	['A', 'A', 'D', 'D', 'D']
zero		時計を	[43, 4]	[43, 9, 9]	o	['D', 'D', 'D', 'D', 'A']
dep	[44, 10, 11]			[44, 12, 12]	o	['D', 'A', 'F', 'D', 'F']
dep	[45, 3, 4]			[45, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[46, 9, 10]			[46, 11, 12]	ga	['H', 'H', 'K', 'K', 'H']
dep	[47, 10, 25]			[47, 26, 26]	o	['H', 'K', 'K', 'K', 'K']
dep	[49, 0, 2]			[49, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
dep	[50, 3, 9]			[50, 15, 15]	ga	['K', 'K', 'K', 'K', 'K']
zero		陽子が	[51, 3]	[51, 8, 8]	ga	['A', 'A', 'A', 'A', 'A']
dep	[52, 12, 13]			[52, 14, 15]	o	['F', 'H', 'F', 'K', 'H']
dep	[53, 0, 1]			[53, 2, 2]	o	['K', 'K', 'K', 'K', 'H']
dep	[55, 6, 12]			[55, 13, 13]	o	['K', 'K', 'K', 'K', 'K']
zero		陽子が	[56, 10]	[56, 25, 25]	ga	['A', 'A', 'D', 'A', 'A']
dep	[57, 3, 4]			[57, 5, 6]	ga	['H', 'H', 'F', 'H', 'F']
dep	[58, 6, 10]			[58, 11, 11]	ga	['K', 'K', 'K', 'K', 'K']
dep	[59, 0, 1]			[59, 7, 7]	ga	['F', 'I', 'K', 'K', 'K']
zero		三年の間隔をおいて発生した二件の殺人事件が	[61, 0]	[61, 3, 4]	ga	['A', 'H', 'D', 'K', 'D']
dep	[63, 22, 23]			[63, 24, 24]	o	['F', 'H', 'F', 'K', 'H']
dep	[64, 0, 2]			[64, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
zero		江崎が	[65, 4]	[65, 14, 15]	ga	['A', 'A', 'D', 'A', 'A']
zero		江崎が	[66, 2]	[66, 4, 4]	ga	['F', 'A', 'F', 'D', 'D']
zero		魔が	[67, 4]	[67, 11, 11]	ga	['A', 'A', 'A', 'A', 'A']
