type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[2, 10, 11]			[2, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
zero		右肩が	[4, 0]	[4, 0, 0]	ga	['D', 'A', 'D', 'A', 'A']
zero		志津が	[5, 0]	[5, 0, 0]	ga	['D', 'A', 'D', 'A', 'C']
zero		志津が	[7, 11]	[7, 29, 29]	ga	['D', 'A', 'A', 'D', 'A']
zero		志津が	[8, 2]	[8, 8, 8]	ga	['D', 'A', 'A', 'A', 'A']
zero		　右隣に寝ている娘に	[9, 7]	[9, 16, 16]	ni	['A', 'A', 'A', 'A', 'A']
zero		三宝が	[11, 0]	[11, 1, 1]	ga	['D', 'D', 'D', 'D', 'A']
dep	[12, 6, 7]			[12, 8, 8]	ga	['K', 'K', 'K', 'K', 'H']
dep	[13, 7, 10]			[13, 11, 11]	o	['K', 'K', 'K', 'K', 'K']
dep	[14, 2, 3]			[14, 4, 4]	ga	['F', 'F', 'G', 'K', 'F']
zero		自分が	[15, 1]	[15, 3, 3]	ga	['D', 'A', 'D', 'A', 'A']
dep	[17, 0, 1]			[17, 2, 2]	ga	['K', 'K', 'K', 'K', 'K']
dep	[18, 9, 10]			[18, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
zero		志津が	[19, 4]	[19, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
zero		志津が	[20, 1]	[20, 4, 4]	ga	['A', 'A', 'D', 'A', 'A']
zero		志津が	[21, 3]	[21, 9, 9]	ga	['A', 'A', 'A', 'A', 'A']
zero		志津が	[22, 1]	[22, 2, 3]	ga	['A', 'A', 'D', 'D', 'D']
zero		志津が	[23, 1]	[23, 2, 2]	ga	['A', 'A', 'D', 'D', 'D']
zero		三宝が	[24, 0]	[24, 1, 1]	ga	['A', 'A', 'A', 'A', 'A']
zero		そのしどけなさに、馥郁と若い女の色香が漂っているのが	[28, 1]	[28, 13, 13]	ga	['A', 'A', 'A', 'A', 'A']
dep	[30, 0, 2]			[30, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
zero		この子が	[31, 5]	[31, 16, 16]	ga	['A', 'A', 'C', 'A', 'A']
zero		志津が	[32, 0]	[32, 6, 6]	ga	['A', 'F', 'D', 'F', 'A']
zero		志津が	[33, 2]	[33, 5, 5]	ga	['A', 'A', 'D', 'A', 'A']
zero		志津が	[34, 0]	[34, 5, 5]	ga	['A', 'A', 'D', 'A', 'A']
dep	[35, 8, 9]			[35, 10, 10]	o	['F', 'D', 'J', 'G', 'G']
zero		志津が	[36, 8]	[36, 21, 21]	ga	['D', 'A', 'D', 'A', 'D']
zero		三宝が	[38, 1]	[38, 18, 18]	ga	['D', 'K', 'A', 'A', 'A']
zero		　三宝が	[39, 19]	[39, 36, 36]	ga	['D', 'A', 'A', 'A', 'A']
zero		　三宝が	[40, 7]	[40, 15, 15]	ga	['D', 'A', 'D', 'A', 'A']
zero		佐倉周平が	[41, 9]	[41, 25, 25]	ga	['A', 'A', 'A', 'A', 'A']
dep	[42, 0, 5]			[42, 28, 28]	ga	['K', 'K', 'K', 'K', 'K']
zero		自分が	[44, 10]	[44, 36, 36]	ga	['F', 'D', 'C', 'D', 'D']
dep	[45, 37, 43]			[45, 46, 46]	ga	['K', 'K', 'K', 'K', 'K']
dep	[46, 30, 31]			[46, 32, 32]	o	['K', 'K', 'K', 'K', 'K']
dep	[47, 65, 73]			[47, 74, 74]	ni	['K', 'K', 'K', 'K', 'K']
dep	[48, 21, 22]			[48, 23, 23]	ga	['F', 'F', 'F', 'F', 'F']
dep	[49, 4, 7]			[49, 13, 13]	ga	['H', 'H', 'F', 'H', 'F']
dep	[50, 2, 4]			[50, 13, 13]	ga	['F', 'F', 'H', 'H', 'H']
dep	[51, 7, 8]			[51, 9, 9]	ga	['K', 'K', 'K', 'K', 'K']
zero		正樹が	[52, 4]	[52, 7, 7]	ga	['A', 'D', 'D', 'A', 'A']
zero		僕が	[53, 3]	[53, 11, 11]	ga	['A', 'D', 'C', 'A', 'D']
zero		志津は	[54, 2]	[54, 5, 5]	ga	['D', 'D', 'A', 'D', 'D']
zero		志津は	[55, 0]	[55, 4, 4]	ga	['A', 'A', 'D', 'A', 'D']
dep	[57, 0, 4]			[57, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
dep	[58, 51, 56]			[58, 57, 58]	o	['K', 'K', 'K', 'K', 'K']
zero		志津が	[59, 0]	[59, 0, 0]	ga	['D', 'A', 'D', 'A', 'A']
zero		志津が	[60, 0]	[60, 4, 4]	ga	['D', 'A', 'D', 'A', 'A']
zero		志津が	[61, 9]	[61, 24, 24]	ga	['F', 'D', 'J', 'D', 'K']
dep	[62, 10, 23]			[62, 25, 25]	ga	['K', 'K', 'K', 'K', 'K']
dep	[63, 10, 11]			[63, 12, 12]	ga	['I', 'I', 'H', 'F', 'A']
