type	dep_arg_span	filler	insert_position	pred	casemk	answers
zero		この頻繁ともいえる支店長会議が	[1, 1]	[1, 2, 2]	ga	['A', 'A', 'A', 'A', 'A']
dep	[3, 5, 6]			[3, 7, 7]	ga	['K', 'K', 'K', 'K', 'K']
zero		営業力が	[4, 2]	[4, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
dep	[5, 4, 6]			[5, 7, 7]	ga	['A', 'H', 'F', 'D', 'D']
dep	[8, 10, 11]			[8, 12, 12]	ga	['K', 'K', 'K', 'K', 'K']
dep	[10, 0, 7]			[10, 8, 8]	ga	['K', 'K', 'K', 'K', 'K']
dep	[12, 10, 15]			[12, 16, 16]	o	['K', 'K', 'K', 'K', 'J']
dep	[13, 11, 22]			[13, 23, 23]	o	['K', 'K', 'K', 'K', 'K']
zero		購買力が	[15, 5]	[15, 12, 12]	ga	['A', 'A', 'A', 'A', 'A']
zero		商品を	[16, 4]	[16, 9, 9]	o	['G', 'F', 'D', 'D', 'D']
zero		中古・再生住宅の販売が	[17, 6]	[17, 21, 21]	ga	['A', 'A', 'A', 'A', 'A']
zero		商品の	[18, 2]	[18, 7, 7]	o	['E', 'D', 'D', 'D', 'D']
zero		販売力のある鮮魚店が	[19, 3]	[19, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
zero		見てくれが	[20, 9]	[20, 22, 22]	ga	['A', 'A', 'A', 'A', 'A']
dep	[21, 0, 18]			[21, 28, 28]	ni	['K', 'K', 'K', 'K', 'K']
dep	[23, 0, 2]			[23, 3, 3]	o	['K', 'J', 'K', 'K', 'K']
dep	[24, 11, 13]			[24, 16, 16]	ga	['K', 'K', 'H', 'K', 'K']
dep	[26, 6, 9]			[26, 10, 10]	ga	['K', 'K', 'K', 'K', 'J']
dep	[27, 18, 25]			[27, 28, 28]	ga	['K', 'K', 'K', 'K', 'K']
dep	[28, 2, 6]			[28, 7, 8]	ga	['K', 'K', 'K', 'K', 'J']
zero		やすらぎが	[29, 5]	[29, 13, 14]	ga	['A', 'A', 'A', 'A', 'A']
zero		中古・再生住宅のやすらぎが	[30, 1]	[30, 3, 3]	ga	['A', 'D', 'A', 'A', 'A']
zero		中古・再生住宅のやすらぎが	[32, 4]	[32, 12, 12]	ga	['A', 'B', 'A', 'D', 'A']
zero		中古・再生住宅のやすらぎが	[33, 2]	[33, 8, 9]	ga	['A', 'A', 'A', 'D', 'D']
zero		私が	[37, 3]	[37, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
zero		人が	[38, 1]	[38, 5, 5]	ga	['A', 'A', 'A', 'A', 'A']
zero		人は	[39, 1]	[39, 15, 15]	ga	['A', 'D', 'D', 'E', 'D']
dep	[41, 0, 2]			[41, 3, 3]	o	['K', 'K', 'K', 'K', 'K']
zero		リーダーが	[43, 0]	[43, 3, 3]	ga	['A', 'A', 'D', 'D', 'D']
zero		すぐれた経営者とされる人間は	[45, 3]	[45, 14, 14]	o	['A', 'A', 'D', 'A', 'A']
zero		船頭（経営者）は	[47, 0]	[47, 3, 4]	ga	['A', 'A', 'A', 'D', 'A']
zero		船頭（経営者）は	[48, 1]	[48, 4, 5]	ga	['A', 'A', 'A', 'D', 'A']
dep	[50, 3, 13]			[50, 16, 16]	ga	['K', 'K', 'K', 'K', 'K']
zero		赤字を	[53, 0]	[53, 2, 2]	o	['D', 'F', 'F', 'K', 'E']
dep	[55, 0, 4]			[55, 5, 5]	ga	['K', 'K', 'K', 'K', 'K']
