type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[1, 20, 21]			[1, 22, 23]	ga	['K', 'K', 'K', 'K', 'K']
dep	[2, 4, 8]			[2, 9, 10]	ga	['K', 'K', 'K', 'K', 'K']
dep	[3, 0, 3]			[3, 8, 8]	ga	['K', 'K', 'F', 'K', 'J']
dep	[4, 11, 12]			[4, 13, 13]	ga	['K', 'K', 'K', 'K', 'K']
dep	[6, 6, 7]			[6, 8, 9]	o	['K', 'G', 'F', 'K', 'H']
dep	[7, 3, 6]			[7, 7, 7]	o	['K', 'K', 'K', 'K', 'K']
dep	[8, 5, 7]			[8, 16, 16]	ga	['F', 'H', 'D', 'K', 'K']
dep	[10, 13, 17]			[10, 18, 18]	ni	['H', 'K', 'J', 'K', 'J']
zero		それが	[11, 2]	[11, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		イスラムの教えを	[13, 1]	[13, 3, 4]	o	['A', 'D', 'D', 'A', 'A']
dep	[14, 14, 22]			[14, 25, 25]	o	['K', 'K', 'K', 'K', 'K']
dep	[16, 0, 2]			[16, 3, 3]	ni	['K', 'K', 'K', 'K', 'K']
dep	[18, 10, 22]			[18, 23, 24]	ga	['K', 'K', 'K', 'K', 'K']
dep	[22, 0, 2]			[22, 14, 14]	o	['K', 'K', 'K', 'K', 'F']
dep	[23, 7, 11]			[23, 12, 12]	o	['K', 'K', 'K', 'K', 'K']
dep	[24, 2, 4]			[24, 10, 10]	o	['K', 'H', 'K', 'K', 'F']
dep	[25, 13, 14]			[25, 17, 17]	ga	['K', 'K', 'K', 'K', 'K']
zero		神理が	[26, 15]	[26, 45, 45]	ga	['A', 'A', 'A', 'A', 'A']
zero		スピリチュアリズムも神理を	[27, 3]	[27, 12, 12]	o	['A', 'A', 'A', 'A', 'A']
dep	[30, 3, 4]			[30, 5, 5]	o	['K', 'K', 'K', 'K', 'K']
dep	[32, 20, 26]			[32, 29, 29]	ga	['K', 'K', 'K', 'K', 'K']
dep	[35, 4, 9]			[35, 11, 12]	o	['K', 'K', 'K', 'K', 'K']
dep	[36, 5, 15]			[36, 32, 32]	ga	['K', 'K', 'K', 'K', 'K']
zero		それを	[37, 1]	[37, 2, 2]	o	['A', 'A', 'A', 'A', 'A']
zero		大川隆法さんを霊媒とした著書が	[38, 2]	[38, 7, 8]	ga	['A', 'D', 'D', 'D', 'A']
dep	[39, 3, 19]			[39, 20, 20]	ga	['K', 'K', 'K', 'K', 'K']
