type	dep_arg_span	filler	insert_position	pred	casemk	answers
dep	[1, 5, 6]			[1, 7, 7]	ga	['K', 'K', 'K', 'K', 'K']
zero		柚乃が	[3, 0]	[3, 1, 1]	ga	['D', 'H', 'G', 'K', 'D']
zero		ユナに	[6, 5]	[6, 11, 11]	ni	['D', 'F', 'D', 'D', 'D']
zero		ユナが	[8, 0]	[8, 3, 3]	ga	['A', 'A', 'A', 'A', 'A']
dep	[11, 0, 2]			[11, 4, 4]	ga	['H', 'F', 'F', 'K', 'I']
dep	[14, 0, 1]			[14, 3, 3]	ga	['K', 'K', 'J', 'K', 'K']
dep	[15, 0, 3]			[15, 4, 4]	ga	['K', 'K', 'K', 'K', 'J']
dep	[19, 0, 3]			[19, 7, 7]	ga	['H', 'F', 'K', 'F', 'I']
dep	[20, 0, 2]			[20, 4, 4]	ga	['F', 'F', 'F', 'K', 'H']
dep	[22, 0, 4]			[22, 5, 5]	ga	['F', 'F', 'F', 'F', 'F']
dep	[23, 0, 2]			[23, 3, 3]	ga	['H', 'H', 'H', 'H', 'H']
dep	[24, 0, 3]			[24, 4, 4]	ga	['K', 'K', 'K', 'K', 'J']
dep	[27, 0, 2]			[27, 5, 5]	ga	['H', 'F', 'D', 'F', 'F']
dep	[29, 6, 9]			[29, 10, 10]	ga	['K', 'K', 'K', 'K', 'K']
dep	[33, 1, 7]			[33, 11, 11]	ga	['K', 'K', 'K', 'K', 'K']
zero		わたしは	[34, 1]	[34, 4, 4]	ga	['D', 'A', 'A', 'A', 'A']
dep	[36, 0, 2]			[36, 3, 3]	ga	['K', 'K', 'K', 'K', 'K']
zero		自分が	[37, 0]	[37, 2, 2]	ga	['D', 'A', 'D', 'D', 'A']
zero		わたしが	[39, 2]	[39, 6, 6]	ga	['A', 'A', 'A', 'A', 'A']
dep	[42, 0, 2]			[42, 3, 3]	ga	['H', 'H', 'H', 'K', 'K']
dep	[44, 0, 2]			[44, 5, 5]	ga	['I', 'I', 'H', 'I', 'I']
zero		わたしが	[45, 1]	[45, 7, 7]	ga	['A', 'A', 'A', 'A', 'A']
zero		ユナが	[47, 4]	[47, 7, 8]	ga	['D', 'F', 'F', 'D', 'D']
zero		わたしが	[48, 0]	[48, 3, 3]	ga	['F', 'A', 'A', 'A', 'A']
zero		ユナが	[49, 7]	[49, 15, 15]	ga	['A', 'A', 'A', 'A', 'A']
zero		なにか話すのは	[51, 0]	[51, 3, 3]	ga	['E', 'D', 'A', 'D', 'G']
zero		ユナが	[52, 1]	[52, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		みんなが	[55, 1]	[55, 12, 12]	ga	['B', 'A', 'B', 'A', 'A']
dep	[57, 0, 2]			[57, 4, 4]	ga	['K', 'K', 'K', 'K', 'K']
dep	[59, 0, 3]			[59, 5, 5]	ga	['H', 'H', 'H', 'K', 'H']
dep	[60, 0, 4]			[60, 5, 5]	ga	['F', 'D', 'D', 'D', 'F']
dep	[61, 0, 2]			[61, 3, 3]	ga	['K', 'K', 'K', 'K', 'J']
zero		みんなが	[62, 5]	[62, 17, 17]	ga	['B', 'A', 'A', 'A', 'A']
zero		みんなが	[63, 3]	[63, 11, 12]	ga	['B', 'A', 'A', 'A', 'D']
dep	[66, 0, 4]			[66, 7, 7]	ga	['K', 'K', 'K', 'K', 'K']
zero		三人が	[67, 0]	[67, 2, 2]	ga	['D', 'D', 'D', 'D', 'A']
zero		秀人が	[70, 1]	[70, 3, 3]	ga	['K', 'F', 'F', 'F', 'D']
dep	[71, 0, 2]			[71, 8, 8]	ga	['I', 'I', 'K', 'K', 'K']
dep	[72, 0, 1]			[72, 5, 5]	ga	['F', 'H', 'K', 'K', 'F']
zero		おまえたちが	[73, 4]	[73, 10, 10]	ga	['A', 'A', 'A', 'A', 'A']
dep	[74, 0, 2]			[74, 4, 4]	ga	['K', 'K', 'K', 'K', 'K']
dep	[75, 0, 1]			[75, 2, 2]	ga	['K', 'K', 'K', 'K', 'K']
dep	[76, 0, 3]			[76, 6, 6]	ga	['K', 'H', 'F', 'D', 'F']
zero		わたしが	[77, 0]	[77, 0, 0]	ga	['A', 'A', 'D', 'D', 'D']
zero		おまえたちが	[81, 1]	[81, 2, 2]	ga	['F', 'D', 'D', 'F', 'D']
zero		秀人が	[84, 1]	[84, 4, 4]	ga	['A', 'A', 'A', 'A', 'A']
zero		秀人が	[86, 2]	[86, 4, 4]	ga	['D', 'A', 'C', 'D', 'A']
dep	[88, 0, 2]			[88, 5, 5]	ga	['H', 'H', 'F', 'K', 'H']
zero		秀人が	[90, 0]	[90, 0, 0]	ga	['A', 'A', 'A', 'A', 'A']
dep	[91, 11, 12]			[91, 13, 13]	ga	['F', 'F', 'D', 'F', 'F']
zero		秀人が	[93, 2]	[93, 6, 6]	ga	['D', 'F', 'D', 'D', 'A']
dep	[95, 2, 4]			[95, 5, 5]	ga	['K', 'K', 'K', 'I', 'H']
dep	[97, 6, 7]			[97, 8, 8]	ga	['F', 'K', 'J', 'K', 'F']
dep	[99, 3, 5]			[99, 10, 10]	ga	['H', 'J', 'K', 'K', 'G']
